Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 09, Cincinnati, Ohio",09-RC-018241,"The Health Alliance of Greater Cincinnati, Inc.",Closed,02/10/2009,04/01/2009,"Certific. of Representative",Cincinnati,OH,A,"Single Labor Organization",Initial,03/24/2009,53,,"ALLIANCE SAFETY ASSOCIATION",24,,,,,23,47,N,,N,"ALLIANCE SAFETY ASSOCIATION","All full-time and regular part-time guards as defined in Section 9(b)(3) of the Act, including police officers, security officers I, security officers II, sergeants, dispatchers and parking lot attendants employed by the Employer in and around the Cincinnati, Ohio and adjoining metropolitan areas, but excluding all other employees, and all professional employees and supervisors as defined in the Act.",,,
"Region 28, Phoenix, Arizona",28-RC-006646,"Albertsons LLC",Closed,02/18/2009,04/02/2009,"Certific. of Representative",Albuquerque,NM,A,"Single Labor Organization",Initial,03/24/2009,5,,"UNITED FOOD AND COMMERCIAL WORKERS UNION, LOCAL UNION NO. 1564",4,,,,,1,5,N,,N,"UNITED FOOD AND COMMERCIAL WORKERS UNION, LOCAL UNION NO. 1564","INCLUDED:  All employees of the Meat Department, including Meat Cutters, Meat Wrappers, Lead Butcher Block Employees, Butcher Block Employees, and Package Meat Stockers employed by the Employer located at 8100 Vemntura Street NE, Albuquerque, New Mexico.
EXCLUDED:  Head meat cutter, all other employees, guards, watchmen, professional employees, and supervisors as defined by the Act.",,,
"Region 08, Cleveland, Ohio",08-RC-016981,"Swan Pointe Facility Operations, L.L.C. d/b/a Swan Pointe Care Center",Closed,02/20/2009,04/03/2009,"Certification of Results",Maumee,OH,A,"Single Labor Organization",Initial,03/23/2009,53,,"UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 911",17,,,,,25,42,N,2,N,,"All full-time and regular part-time nurses aides, dietary and activities employees employed by the Employer at its 3600 Butz Road, Maumee, Ohio facility, but excluding all office clerical employees, nurses, contingent employees, maintenance employees, professional employees, guards, and supervisors as defined in the Act.",,,
"Region 10, Atlanta, Georgia",10-RC-015735,"Roberta HealthCare",Closed,02/18/2009,03/31/2009,"Certification of Results",Roberta,GA,A,"Single Labor Organization",Initial,03/23/2009,49,,"UNITED FOOD & COMMERCIAL WORKERS UNION LOCAL1996 ",7,,,,,38,45,N,,N,,"All full-time and regular part-time CNAs, Restorative Aides, Activity Aides, Dietary, Housekeeping and Laundry employed by the Employer at 420 Myrtle Drive, Roberta, Georgia; but excluding all RN, LPN, technical employees, office clerical employees, professional employees, guards and supervisors as defined in the Act.",,,
"Region 29, Brooklyn, New York",29-RC-011730,"Grenelefe Recyclers",Closed,03/09/2009,04/08/2009,"Certific. of Representative","Garden City",NY,A,"Single Labor Organization",Initial,03/23/2009,4,,"UNITED SERVICE WORKERS, LOCAL 339, INTERNATIONAL UNION OF JOURNEYMEN & ALLIED TRADES",4,,,,,,4,N,,N,"UNITED SERVICE WORKERS, LOCAL 339, INTERNATIONAL UNION OF JOURNEYMEN & ALLIED TRADES","Included:  All full-time and regular part-time drivers and machine operators employed by the Employer at its facility located at 3550 Hampton Road, Oceanside, New York.

Excluded:  All office clerical employees, guards, and supervisors as defined in Section 2(11) of the Act.
",,,
"Region 19, Seattle, Washington",36-RC-006459,"Tuality Healthcare",Closed,02/24/2009,03/31/2009,"Certific. of Representative",Hillsboro,OR,A,"Single Labor Organization",Initial,03/23/2009,6,,"OREGON NURSES ASSOCIATION",4,,,,,,4,N,,N,"OREGON NURSES ASSOCIATION","All Registered Nurses employed by Tuality Community Hospital in Hillsboro, Oregon as staff nurses in the Pre-Admission Clinic (""PAC""); excluding all other employees, administrative personnel, guards and supervisors as defined in the Act.",,,
"Region 01, Boston, Massachusetts",01-RC-022304,"Angelica Textiles",Closed,02/20/2009,03/31/2009,"Certific. of Representative",Somerville,MA,A,"Single Labor Organization",Initial,03/20/2009,4,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL UNION NO. 25",3,,,,,,3,N,,N,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL UNION NO. 25","All full-time truck loaders employed by the Employer in the Transportation Department at its 30 Inner Belt Road, Somerville, Massachusetts, location, but excluding all other employees, clerical employees, guards, and supervisors as defined in the Act. 

",,,
"Region 04, Philadelphia, Pennsylvania",04-RC-021530,"Penske Logistics",Closed,02/02/2009,03/31/2009,"Certific. of Representative",Levittown,PA,A,"Single Labor Organization",Initial,03/20/2009,59,,"International Brotherhood of Teamsters Local Union No. 500",29,,,,,24,53,N,1,N,"International Brotherhood of Teamsters Local Union No. 500","INCLUDED:  All full-time and regular part-time drivers, jockeys, and warehouse employees employed by the Employer at its 2201 Green Lane, Levittown, PA facility, including remote drivers who operate from the Employer's domicile locations in Liverpool, NY, Painted Post, NY, Hempstead, NY, Binghamton, NY, Jessup, PA, Hazleton, PA, Allentown, PA, Vineland, NJ and Dover, DE, and those jockeys employed by the Employer who work at the General Motors facility in Langhorne, PA,
EXCLUDED:  All other employees, temporary employees, guards and supevisors as defined in the Act.",,,
"Region 04, Philadelphia, Pennsylvania",04-RC-021474,"Domtar Distribution",Closed,08/08/2008,08/18/2009,"Certification of Results",Lancaster,PA,A,"Single Labor Organization",Rerun,03/20/2009,16,,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKE",4,,,,,6,10,N,6,Y,,"INCLUDED:  All full-time and regular part-time production and maintenance employees, and shipping and receiving employees employed by the Employer at its 1701 Hempstead Rd., Lancaster, PA facility.

EXCLUDED:  All other employees, office clerical e",,,
"Region 05, Baltimore, Maryland",05-RC-016286,"Hanson Pipe and Products",Closed,02/10/2009,03/31/2009,"Certific. of Representative",Richmond,VA,A,"Single Labor Organization",Initial,03/20/2009,39,,"GLASS, MOLDER, POTTERY, PLASTICS AND ALLIED WORKERS INTERNATIONAL UNION",21,,,,,16,37,N,,N,"GLASS, MOLDER, POTTERY, PLASTICS AND ALLIED WORKERS INTERNATIONAL UNION","All full-time and regular part-time production and maintenance employees and quality control employees employed by the Employer at its Richmond, Virginia facility, but excluding all office clerical employees, professional employees, managerial employees, confidential employees, temporary employees, guards, and supervisors as defined in the National Labor Relations Act.",,,
"Region 06, Pittsburgh, Pennsylvania",06-RD-001632,"Kennedy Tubular Products, Inc.",Closed,12/01/2008,04/01/2009,"Certification of Results","New Castle",PA,A,"Single Labor Organization",Initial,03/20/2009,19,,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, LOCAL LODGE NO. 1671, AFL-CIO",6,,,,,13,19,N,,N,,"All-full-time and regular part-time productin and maintenance employees employed by the Employer at its New Castle, Pennsylvania, facility; excluding all office clerical employees and guards, professional employees and supervisors as defined in the Act.
",,,
"Region 12, Tampa, Florida",12-RC-009357,"Lotspeich Co. of Florida, Inc.",Closed,03/02/2009,04/02/2009,"Certific. of Representative","Fort Lauderdale",FL,A,"Single Labor Organization",Initial,03/20/2009,15,,"INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 78",8,,,,,,,N,8,N,"INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES DISTRICT COUNCIL 78","All full-time and regular part-time Journeymen and Apprentice Drywall Finishers who are employed by the Employer out of its facilities located at 6351 NW 28th Way, Suite A, Fort Lauderdale, Florida and 7435 Central Industrial Drive, Suite A, Riviera Beach, Florida; who were employed during the payroll period ending March 2, 2009.

Excluded:  All other employees, office clerical employees, managerial employees, confidential employees, guards and supervisors as defined in the Act.

1/  Note:  Also eligible to vote are employees in the unit who have been employed for 30 working days or more within the 12 months preceding the eligibility date for the election, or who have had some employment in those 12 months and have been employed for 45 working days or more within the 24-month period immediately preceding the eligibility date, and who have not been discharged for cause or quit voluntarily prior to the completion of the last job for which they were employed.",,,
"Region 12, Tampa, Florida",12-RC-009356,"LP Sebring, LLC d/b/a Kenilworth Care and Rehabilitation Center",Closed,02/10/2009,04/02/2009,"Certific. of Representative",Sebring,FL,A,"Single Labor Organization",Initial,03/20/2009,76,,"UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION, LOCAL 1625",38,,,,,26,64,N,1,N,"UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION, LOCAL 1625","VOTING UNIT			12-RC-9356
All full-time and regular part-time certified nursing assistants,* dietary employees, housekeeping employees, maintenance employees, laundry employees, restorative aides, activities assistants, central supply clerks and rehabilitation technicians employed by the Employer at its facility located at 3011 Kenilworth Blvd., Sebring, Florida; who were employed during the payroll period ending Wednesday, February 11, 2009.

*PRN CNAs shall be considered regular part-time employees and are eligible to vote if they worked an average of at least 4 hours per week during the 13 week period ending on February 11, 2009, have not been discharged for cause, and have not voluntarily quit.

All other employees, registered nurses, licensed practical nurses, administrative employees, therapy employees, guards and supervisors as defined in the Act.
",,,
"Region 13, Chicago, Illinois",13-RC-021767,"Parsec, Inc.",Closed,06/02/2008,03/31/2009,"Certific. of Representative",Elwood,IL,A,"Two Labor Organizations",Rerun,03/20/2009,438,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, GENERAL TEAMSTERS LOCAL 179",182,"TRUCK DRIVERS, CHAUFFEURS, WAREHOUSEMEN & HELPERS UNION, LOCAL 707",,,,10,405,N,1,N,"TRUCK DRIVERS, CHAUFFEURS, WAREHOUSEMEN & HELPERS UNION, LOCAL 707","All truck drivers, lift equipment operators, hostlers, ground men, gate inspectors, yard inventory personnel, truck mechanics, crane mechanics and trailer repair personnel employed by the Employer at its Corwith and LPC facilities currently located a",,,
"Region 14, Saint Louis, Missouri",14-RC-012751,"R&M Oil and Supply, Inc.",Closed,02/13/2009,03/30/2009,"Withdrawal Non-adjusted",Columbia,IL,A,"Single Labor Organization",Initial,03/20/2009,9,,"LOCAL 148, INTERNATIONAL UNION OF OPERATING ENGINEERS, AFL-CIO",6,,,,,3,9,N,,N,"LOCAL 148, INTERNATIONAL UNION OF OPERATING ENGINEERS, AFL-CIO","All hourly drivers and driver/techs employed by the Employer, EXCLUDING office clerical and professional employees, guards, and supervisors as defined in the Act.",,,
"Region 16, Fort Worth, Texas",16-RC-010878,"Work Services Corporation",Closed,02/20/2009,03/30/2009,"Certific. of Representative","Wichita Falls",TX,A,"Single Labor Organization",Initial,03/20/2009,9,,"UNITED FOOD AND COMMERCIAL WORKERS, LOCAL 1000",9,,,,,,9,N,,N,"UNITED FOOD AND COMMERCIAL WORKERS, LOCAL 1000","INCLUDED:  All hourly, full-time and part-time postal clerks.

EXCLUDED:  All other employees including office clerical employees, guards and supervisors as defined in the Act.",,,
"Region 18, Minneapolis, Minnesota",18-RC-017618,"Aurora Brule Rural Water System Incorporated",Closed,02/05/2009,04/07/2009,"Certification of Results",Kimball,SD,A,"Single Labor Organization",Initial,03/20/2009,5,,"COMMUNICATIONS WORKERS OF AMERICA - DISTRICT 7",2,,,,,2,4,N,1,Y,,"All full-time, part-time, and seasonal workers including but not necessarily limited to distribution operators, plant operators, office clerical workers, and group leaders employed by the Employer in Kimball, South Dakota; excluding board of director members, general managers, professional employees, and guards and supervisors as defined in the National Labor Relations Act, as amended.",,,
"Region 21, Los Angeles, California",21-RC-021108,"First Transit Inc.",Closed,02/18/2009,03/30/2009,"Certific. of Representative",Oceanside,CA,A,"Single Labor Organization",Initial,03/20/2009,30,,"TEAMSTERS, CHAUFFEURS, WAREHOUSEMEN AND HELPERS, LOCAL 542, INTERNATIONAL BROTHERHOOD OF TEAMSTERS,",23,,,,,3,26,N,,N,"TEAMSTERS, CHAUFFEURS, WAREHOUSEMEN AND HELPERS, LOCAL 542, INTERNATIONAL BROTHERHOOD OF TEAMSTERS,","Included:  All full-time and regular part-time drivers and mechanics employed by the Employer at its facility   located at 576 Airport Road, Oceanside, California.
Excluded:  All other employees, dispatchers, managers, guards and supervisors as defined in the Act.",,,
"Region 28, Phoenix, Arizona",28-RC-006649,"First Transit, Inc.",Closed,03/10/2009,04/01/2009,"Certific. of Representative","Las Vegas",NV,A,"Single Labor Organization",Initial,03/20/2009,17,,"TEAMSTERS, CHAUFFEURS, WAREHOUSEMEN AND HELPERS, LOCAL UNION 631",8,,,,,2,10,N,,N,"TEAMSTERS, CHAUFFEURS, WAREHOUSEMEN AND HELPERS, LOCAL UNION 631","Included:  All full-time and regular part-time customer service representatives employed by the Employer at its facility located at 60 East Arby Avenue, Las Vegas, Nevada.

Excluded:  All other employees, office clerical employees, dispatchers, guards and supervisors as defined in the Act.",,,
